21.5;354;20.5;421;11:55:29:466
20.9;371;20.4;452;11:55:31:509
20.6;348;20.2;424;11:55:33:552
20.4;346;20.2;411;11:55:35:594
1.4;5;20.4;352;11:55:40:669
20.5;463;21.0;360;11:55:44:732
20.2;438;20.7;367;11:55:46:775
20.2;400;20.6;346;11:55:48:817
20.7;359;20.4;440;11:55:55:911
20.4;440;21.1;375;11:55:57:954
20.4;467;20.4;467;11:55:59:996
21.4;362;20.2;464;11:56:2:39
20.6;367;20.4;486;11:56:4:82
20.7;370;20.3;471;11:56:6:124
20.3;471;21.2;401;11:56:9:182
21.2;401;20.6;484;11:56:11:225
20.9;379;20.7;374;11:56:16:298
20.6;450;20.9;370;11:56:18:340
20.8;379;20.6;457;11:56:23:413
20.9;344;20.8;353;11:56:28:486
20.8;376;20.9;367;11:56:37:602
20.9;367;20.5;446;11:56:40:655
20.8;386;20.6;425;11:56:42:697
20.6;425;21.6;373;11:56:45:750
20.9;381;20.9;381;11:56:50:824
20.8;493;20.8;493;11:56:55:899
21.4;376;21.4;376;11:56:58:952
20.6;460;20.9;359;11:57:2:4
20.9;364;20.7;460;11:57:8:89
20.9;367;20.7;462;11:57:11:142
20.7;462;21.3;385;11:57:14:195
20.3;430;20.3;430;11:57:16:238
21.0;372;20.3;433;11:57:21:312
20.7;377;20.1;417;11:57:25:376
20.8;370;20.5;394;11:57:29:439
20.5;394;20.8;368;11:57:32:492
20.4;365;20.3;443;11:57:38:577
20.6;360;20.5;370;11:57:44:663
20.4;453;21.0;397;11:57:48:726
21.0;397;20.5;374;11:57:53:800
20.5;374;20.6;354;11:57:58:873
20.6;354;20.4;428;11:58:0:915
20.7;375;20.2;451;11:58:3:968
20.2;451;21.1;388;11:58:7:21
20.6;369;20.6;369;11:58:13:105
20.6;369;20.5;454;11:58:15:148
20.5;454;21.3;363;11:58:17:190
20.6;442;20.8;352;11:58:19:232
20.8;352;20.7;337;11:58:25:318
20.7;337;20.8;363;11:58:31:402
20.9;372;20.8;365;11:58:40:518
20.8;469;20.8;469;11:58:45:593
21.4;384;20.7;450;11:58:48:646
20.9;368;21.0;369;11:58:53:720
21.1;372;21.1;365;11:59:1:826
21.1;365;21.1;365;11:59:3:868
20.8;471;20.9;367;11:59:5:910
20.9;367;20.9;367;11:59:7:952
20.6;487;20.6;487;11:59:12:16
21.0;364;21.0;364;11:59:14:58
21.0;364;20.3;478;11:59:18:123
20.3;478;21.1;374;11:59:20:166
20.3;424;20.7;361;11:59:23:220
20.5;367;20.5;367;11:59:28:294
20.6;494;20.6;494;11:59:33:368
20.9;378;20.9;378;11:59:35:410
20.5;358;20.6;344;11:59:44:527
20.6;341;20.7;372;11:59:51:621
21.2;365;20.7;364;11:59:57:707
20.5;359;20.5;359;12:0:2:781
20.6;352;20.8;366;12:0:10:885
20.7;441;20.7;441;12:0:15:959
21.1;363;20.8;476;12:0:20:23
20.8;476;21.0;359;12:0:22:65
20.8;336;20.7;452;12:0:29:160
20.7;452;21.0;366;12:0:32:214
21.0;366;20.8;495;12:0:37:289
20.8;495;21.3;376;12:0:39:332
21.3;376;20.7;467;12:0:43:395
21.5;358;21.5;358;12:0:45:437
20.7;465;20.7;465;12:0:50:513
21.1;370;20.8;463;12:0:54:576
20.8;463;21.2;377;12:0:56:619
21.2;377;20.6;492;12:1:1:694
20.6;492;21.2;367;12:1:3:736
20.0;441;20.7;368;12:1:5:778
20.7;368;20.6;462;12:1:7:820
20.8;383;20.8;480;12:1:11:884
20.8;480;21.0;388;12:1:13:927
21.0;388;20.2;414;12:1:15:970
20.5;379;20.1;450;12:1:19:22
20.3;358;20.3;358;12:1:21:65
18.1;394;20.4;328;12:1:24:117
20.4;326;20.4;326;12:1:29:190
