32.1;544;32.1;544;10:43:29:187
32.1;544;32.5;664;10:43:34:265
23.4;547;25.3;428;10:44:12:682
23.9;549;23.9;549;10:44:17:762
25.2;437;23.4;405;10:44:22:839
23.4;405;23.5;394;10:44:28:927
23.5;394;23.5;394;10:44:30:972
22.3;390;24.1;543;10:44:38:69
24.1;543;24.2;432;10:44:40:113
24.2;432;21.2;481;10:44:42:157
22.7;401;21.7;483;10:44:44:201
22.6;406;22.7;408;10:44:49:278
22.8;405;22.8;405;10:44:54:355
23.2;596;23.2;596;10:44:59:432
24.6;431;23.1;599;10:45:3:497
23.1;599;24.6;435;10:45:5:542
22.7;415;22.7;415;10:45:10:619
22.6;415;22.9;596;10:45:17:716
22.9;596;24.6;445;10:45:19:760
22.9;594;22.9;594;10:45:23:826
24.0;444;24.0;444;10:45:25:870
22.0;405;22.8;583;10:45:32:967
23.9;444;21.1;402;10:45:39:55
23.1;440;23.1;440;10:45:44:154
21.6;569;23.0;442;10:45:48:219
20.9;397;21.1;544;10:45:55:340
