25.5;616;26.8;454;10:29:48:474
26.9;635;26.9;635;10:29:53:554
27.2;457;25.0;417;10:29:58:631
25.0;417;24.8;420;10:30:4:720
24.8;420;24.8;420;10:30:6:767
25.3;427;26.9;639;10:30:13:865
26.9;639;27.2;450;10:30:15:910
27.2;450;24.8;409;10:30:20:988
25.0;413;25.0;413;10:30:26:64
26.6;648;26.6;648;10:30:31:141
27.2;470;26.5;617;10:30:35:206
26.5;617;27.2;462;10:30:37:251
24.9;409;24.9;409;10:30:42:328
24.9;414;26.6;641;10:30:49:426
26.6;641;27.3;463;10:30:51:470
26.2;610;26.2;610;10:30:55:538
27.1;464;27.1;464;10:30:57:583
24.8;419;26.2;639;10:31:4:683
27.1;465;24.9;412;10:31:10:770
26.8;667;26.8;667;10:31:14:837
27.3;441;27.3;441;10:31:16:882
26.3;643;27.1;458;10:31:20:951
27.1;458;26.5;651;10:31:26:28
27.0;465;24.9;417;10:31:32:115
26.4;645;27.0;458;10:31:37:192
24.9;410;24.9;410;10:31:42:268
26.2;614;27.0;451;10:31:47:345
27.0;451;26.2;613;10:31:52:422
27.1;455;26.0;631;10:31:58:510
26.0;631;27.0;451;10:32:0:554
26.1;619;26.1;619;10:32:4:620
26.6;446;24.8;412;10:32:9:697
24.8;412;26.2;576;10:32:14:778
26.7;439;26.7;439;10:32:16:822
