32.6;686;32.6;686;11:26:34:828
31.1;644;31.1;644;11:26:40:924
31.4;694;31.4;694;11:26:48:26
31.4;694;31.4;546;11:26:55:125
31.4;546;31.4;546;11:26:57:169
31.2;538;32.1;695;11:27:5:279
32.1;695;31.5;546;11:27:15:412
31.5;546;31.5;546;11:27:17:457
31.5;546;31.5;546;11:27:19:503
31.7;554;31.7;535;11:27:27:613
31.6;675;31.6;675;11:27:31:679
32.2;675;30.8;673;11:27:45:855
30.8;673;30.8;673;11:27:47:899
30.8;673;29.6;665;11:27:57:19
31.2;525;31.6;547;11:28:2:97
31.6;547;31.6;547;11:28:4:141
31.6;547;31.3;548;11:28:10:229
31.3;548;31.7;532;11:28:16:318
31.1;533;31.1;533;11:28:21:395
31.1;533;30.8;554;11:28:26:473
30.8;554;30.8;554;11:28:28:517
32.0;708;32.0;708;11:28:32:583
31.0;535;31.5;551;11:28:43:749
32.1;681;31.3;528;11:28:53:880
