32.5;698;32.6;667;11:12:19:542
32.6;659;0.0;2;11:12:24:650
32.5;576;32.5;576;11:12:31:770
32.5;576;32.5;576;11:12:33:814
32.5;576;0.1;2;11:12:38:890
31.4;628;32.6;560;11:13:6:474
31.6;650;31.6;650;11:13:10:542
32.4;562;32.5;560;11:13:20:674
32.5;560;32.3;562;11:13:26:762
32.3;560;32.3;560;11:13:31:840
32.5;697;32.5;697;11:14:48:933
32.3;689;32.3;689;11:14:55:65
31.3;603;31.3;603;11:15:2:164
31.3;603;31.1;626;11:15:6:232
32.4;651;32.4;651;11:15:14:342
32.4;651;0.0;2;11:15:22:452
31.3;643;0.0;2;11:15:31:620
32.6;622;32.6;622;11:16:2:704
