31.9;622;33.0;572;10:6:4:19
33.0;572;32.4;645;10:6:7:75
33.1;564;31.1;638;10:6:9:119
31.1;638;33.2;583;10:6:12:174
31.2;644;31.2;644;10:6:14:223
31.2;644;33.4;583;10:6:16:267
33.4;583;32.7;637;10:6:18:311
32.7;637;31.0;591;10:6:22:378
33.2;558;31.5;600;10:6:25:434
31.8;619;31.2;623;10:6:52:956
33.2;565;31.4;623;10:6:55:1
33.2;567;31.4;635;10:6:57:46
33.0;567;31.3;630;10:6:59:90
33.1;576;32.8;638;10:7:2:146
33.1;540;33.1;539;10:7:7:222
33.0;653;32.8;551;10:7:10:277
32.8;551;32.7;639;10:7:12:322
33.2;559;31.4;641;10:7:14:370
33.3;564;31.2;614;10:7:16:414
33.2;581;31.2;607;10:7:18:458
31.7;593;31.0;596;10:7:29:644
32.9;563;32.0;615;10:7:40:874
32.7;634;32.9;550;10:7:51:27
31.3;621;32.8;553;10:7:53:71
31.4;612;33.2;565;10:7:55:115
31.6;641;33.0;560;10:7:57:161
31.6;642;33.2;556;10:7:59:204
32.9;664;32.7;516;10:8:2:260
31.6;631;31.6;631;10:8:4:304
31.6;631;31.6;631;10:8:6:349
