32.4;734;32.4;734;11:38:10:208
31.2;679;31.2;679;11:38:16:352
31.4;696;31.4;696;11:38:23:452
31.4;696;31.4;538;11:38:30:550
31.4;538;31.4;538;11:38:32:600
31.0;519;32.3;720;11:38:40:709
32.3;720;30.6;520;11:38:50:843
30.6;520;30.6;520;11:38:52:888
30.6;520;30.6;520;11:38:54:943
30.5;526;30.6;518;11:39:3:51
32.0;724;32.0;724;11:39:7:117
32.3;697;31.4;651;11:39:21:293
31.4;651;31.4;651;11:39:23:337
31.4;651;31.3;511;11:39:35:491
31.3;537;31.3;537;11:39:40:567
31.3;537;31.3;537;11:39:42:612
31.3;537;31.3;537;11:39:44:657
32.5;679;32.5;679;11:39:48:722
30.5;518;31.2;552;11:39:58:853
31.7;720;31.1;694;11:40:7:973
31.1;694;31.1;694;11:40:10:18
30.3;697;30.8;542;11:40:20:149
30.8;542;30.8;542;11:40:22:194
30.4;528;32.2;716;11:40:30:303
32.2;716;32.2;716;11:40:32:348
32.2;716;31.3;487;11:40:40:457
32.3;648;32.3;648;11:40:44:522
31.4;542;31.3;523;11:40:55:686
31.3;523;31.3;523;11:40:57:731
31.3;523;32.3;676;11:41:1:796
31.3;709;31.9;688;11:41:12:938
31.9;688;30.6;516;11:41:23:70
30.7;529;30.7;529;11:41:28:146
32.2;708;32.2;708;11:41:32:212
32.2;708;30.5;539;11:41:43:354
30.5;539;30.5;539;11:41:45:399
30.5;539;30.5;539;11:41:47:443
32.0;677;32.0;677;11:41:51:509
