33.0;541;32.3;631;10:0:29:718
25.3;435;27.2;654;10:0:39:849
27.2;654;27.2;654;10:0:41:893
27.7;455;27.7;455;10:0:43:938
25.6;424;25.5;438;10:0:53:57
27.2;648;27.2;648;10:0:57:125
27.8;447;27.8;447;10:1:0:181
27.2;656;27.7;458;10:1:6:272
27.1;632;27.6;450;10:1:10:338
27.1;625;27.1;625;10:1:14:403
27.8;438;27.3;641;10:1:19:482
27.4;462;27.2;642;10:1:24:560
27.8;440;25.8;412;10:1:30:648
25.8;412;27.2;662;10:1:35:725
27.7;449;27.7;449;10:1:37:769
27.0;645;27.7;448;10:1:41:835
27.7;448;25.7;426;10:1:47:923
25.7;426;25.5;422;10:1:54:12
27.2;613;27.7;449;10:1:59:88
25.6;416;25.6;416;10:2:4:164
25.6;416;25.6;417;10:2:9:241
25.6;417;25.6;417;10:2:11:286
